date,sku,category,region,channel,units,list_price_usd,discount_pct,net_revenue_usd
2026-02-25,NOVA-AUD-01,audio,West,online,3,149.99,0.0507,427.16
2026-02-25,NOVA-AUD-01,audio,West,marketplace,2,149.99,0.0551,283.45
2026-02-25,NOVA-AUD-02,audio,North,online,4,89.99,0.0563,339.69
2026-02-25,NOVA-AUD-02,audio,North,marketplace,3,89.99,0.0494,256.63
2026-02-25,NOVA-AUD-02,audio,North,b2b,1,89.99,0.1037,80.66
2026-02-25,NOVA-AUD-02,audio,South,online,4,89.99,0.0493,342.21
2026-02-25,NOVA-AUD-02,audio,South,marketplace,2,89.99,0.0445,171.97
2026-02-25,NOVA-AUD-02,audio,South,b2b,1,89.99,0.1023,80.78
2026-02-25,NOVA-AUD-02,audio,East,online,6,89.99,0.0478,514.13
2026-02-25,NOVA-AUD-02,audio,East,marketplace,3,89.99,0.0533,255.58
2026-02-25,NOVA-AUD-02,audio,East,b2b,1,89.99,0.1076,80.31
2026-02-25,NOVA-AUD-02,audio,West,online,4,89.99,0.0406,345.35
2026-02-25,NOVA-AUD-02,audio,West,marketplace,2,89.99,0.047,171.52
2026-02-25,NOVA-AUD-02,audio,West,b2b,1,89.99,0.0934,81.58
2026-02-25,NOVA-MOB-01,mobile,North,online,3,699.99,0.0521,1990.56
2026-02-25,NOVA-MOB-01,mobile,North,marketplace,1,699.99,0.0421,670.52
2026-02-25,NOVA-MOB-01,mobile,South,online,2,699.99,0.0465,1334.88
2026-02-25,NOVA-MOB-01,mobile,South,marketplace,1,699.99,0.0558,660.93
2026-02-25,NOVA-MOB-01,mobile,East,online,2,699.99,0.0483,1332.36
2026-02-25,NOVA-MOB-01,mobile,East,marketplace,1,699.99,0.051,664.29
2026-02-25,NOVA-MOB-01,mobile,West,online,2,699.99,0.0468,1334.46
2026-02-25,NOVA-MOB-01,mobile,West,marketplace,1,699.99,0.0518,663.73
2026-02-25,NOVA-MOB-02,mobile,North,online,3,449.99,0.0557,1274.78
2026-02-25,NOVA-MOB-02,mobile,North,marketplace,1,449.99,0.0447,429.88
2026-02-25,NOVA-MOB-02,mobile,South,online,2,449.99,0.0586,847.24
2026-02-25,NOVA-MOB-02,mobile,South,marketplace,1,449.99,0.0497,427.63
2026-02-25,NOVA-MOB-02,mobile,East,online,3,449.99,0.0511,1280.99
2026-02-25,NOVA-MOB-02,mobile,East,marketplace,2,449.99,0.0435,860.83
2026-02-25,NOVA-MOB-02,mobile,East,b2b,1,449.99,0.0914,408.86
2026-02-25,NOVA-MOB-02,mobile,West,online,2,449.99,0.0563,849.31
2026-02-25,NOVA-MOB-02,mobile,West,marketplace,1,449.99,0.0476,428.57
2026-02-25,NOVA-CPT-01,computing,North,online,1,999.99,0.0418,958.19
2026-02-25,NOVA-CPT-01,computing,North,marketplace,1,999.99,0.0577,942.29
2026-02-25,NOVA-CPT-01,computing,South,online,1,999.99,0.04,959.99
2026-02-25,NOVA-CPT-01,computing,East,online,1,999.99,0.0478,952.19
2026-02-25,NOVA-CPT-01,computing,East,marketplace,1,999.99,0.0439,956.09
2026-02-25,NOVA-CPT-01,computing,West,online,1,999.99,0.0514,948.59
2026-02-25,NOVA-CPT-02,computing,North,online,2,399.99,0.0487,761.02
2026-02-25,NOVA-CPT-02,computing,North,marketplace,1,399.99,0.0469,381.23
2026-02-25,NOVA-CPT-02,computing,South,online,1,399.99,0.0597,376.11
2026-02-25,NOVA-CPT-02,computing,East,online,2,399.99,0.0474,762.06
2026-02-25,NOVA-CPT-02,computing,East,marketplace,1,399.99,0.0411,383.55
2026-02-25,NOVA-CPT-02,computing,West,online,2,399.99,0.0472,762.22
2026-02-25,NOVA-CPT-02,computing,West,marketplace,1,399.99,0.0573,377.07
2026-02-25,NOVA-WBL-01,wearables,North,online,3,299.99,0.0479,856.86
2026-02-25,NOVA-WBL-01,wearables,North,marketplace,1,299.99,0.0477,285.68
2026-02-25,NOVA-WBL-01,wearables,South,online,2,299.99,0.0532,568.06
2026-02-25,NOVA-WBL-01,wearables,South,marketplace,1,299.99,0.0438,286.85
2026-02-25,NOVA-WBL-01,wearables,East,online,3,299.99,0.0568,848.85
2026-02-25,NOVA-WBL-01,wearables,East,marketplace,1,299.99,0.0599,282.02
2026-02-25,NOVA-WBL-01,wearables,West,online,2,299.99,0.0414,575.14
2026-02-25,NOVA-WBL-01,wearables,West,marketplace,1,299.99,0.0544,283.67
2026-02-25,NOVA-WBL-02,wearables,North,online,4,79.99,0.0598,300.83
2026-02-25,NOVA-WBL-02,wearables,North,marketplace,2,79.99,0.0528,151.53
2026-02-25,NOVA-WBL-02,wearables,North,b2b,1,79.99,0.0991,72.06
2026-02-25,NOVA-WBL-02,wearables,South,online,4,79.99,0.0521,303.29
2026-02-25,NOVA-WBL-02,wearables,South,marketplace,1,79.99,0.0436,76.5
2026-02-25,NOVA-WBL-02,wearables,East,online,4,79.99,0.049,304.28
2026-02-25,NOVA-WBL-02,wearables,East,marketplace,2,79.99,0.0437,152.99
2026-02-25,NOVA-WBL-02,wearables,East,b2b,1,79.99,0.1016,71.86
2026-02-25,NOVA-WBL-02,wearables,West,online,4,79.99,0.0447,305.66
2026-02-25,NOVA-WBL-02,wearables,West,marketplace,2,79.99,0.0482,152.27
2026-02-25,NOVA-WBL-02,wearables,West,b2b,1,79.99,0.0973,72.21
2026-02-25,NOVA-ACC-01,accessories,North,online,10,29.99,0.0514,284.49
2026-02-25,NOVA-ACC-01,accessories,North,marketplace,4,29.99,0.0423,114.89
2026-02-25,NOVA-ACC-01,accessories,North,b2b,2,29.99,0.1038,53.75
2026-02-25,NOVA-ACC-01,accessories,South,online,5,29.99,0.0546,141.76
2026-02-25,NOVA-ACC-01,accessories,South,marketplace,4,29.99,0.0597,112.8
2026-02-25,NOVA-ACC-01,accessories,South,b2b,2,29.99,0.0993,54.02
2026-02-25,NOVA-ACC-01,accessories,East,online,6,29.99,0.0578,169.54
2026-02-25,NOVA-ACC-01,accessories,East,marketplace,3,29.99,0.0494,85.53
2026-02-25,NOVA-ACC-01,accessories,East,b2b,2,29.99,0.1092,53.43
2026-02-25,NOVA-ACC-01,accessories,West,online,5,29.99,0.0527,142.05
2026-02-25,NOVA-ACC-01,accessories,West,marketplace,4,29.99,0.0462,114.42
2026-02-25,NOVA-ACC-01,accessories,West,b2b,1,29.99,0.0969,27.08
2026-02-25,NOVA-ACC-02,accessories,North,online,6,49.99,0.0494,285.12
2026-02-25,NOVA-ACC-02,accessories,North,marketplace,3,49.99,0.0494,142.56
2026-02-25,NOVA-ACC-02,accessories,North,b2b,1,49.99,0.0984,45.07
2026-02-25,NOVA-ACC-02,accessories,South,online,5,49.99,0.056,235.95
2026-02-25,NOVA-ACC-02,accessories,South,marketplace,2,49.99,0.0407,95.91
2026-02-25,NOVA-ACC-02,accessories,South,b2b,1,49.99,0.105,44.74
2026-02-25,NOVA-ACC-02,accessories,East,online,6,49.99,0.0513,284.55
2026-02-25,NOVA-ACC-02,accessories,East,marketplace,2,49.99,0.0495,95.03
2026-02-25,NOVA-ACC-02,accessories,East,b2b,1,49.99,0.091,45.44
2026-02-25,NOVA-ACC-02,accessories,West,online,6,49.99,0.0562,283.08
2026-02-25,NOVA-ACC-02,accessories,West,marketplace,2,49.99,0.0457,95.41
2026-02-25,NOVA-ACC-02,accessories,West,b2b,1,49.99,0.1001,44.99
2026-02-26,NOVA-AUD-01,audio,North,online,4,149.99,0.0456,572.6
2026-02-26,NOVA-AUD-01,audio,North,marketplace,2,149.99,0.0456,286.3
2026-02-26,NOVA-AUD-01,audio,North,b2b,1,149.99,0.0903,136.45
2026-02-26,NOVA-AUD-01,audio,South,online,2,149.99,0.0435,286.93
2026-02-26,NOVA-AUD-01,audio,South,marketplace,1,149.99,0.043,143.54
2026-02-26,NOVA-AUD-01,audio,East,online,4,149.99,0.0452,572.84
2026-02-26,NOVA-AUD-01,audio,East,marketplace,2,149.99,0.0497,285.07
2026-02-26,NOVA-AUD-01,audio,East,b2b,1,149.99,0.1072,133.91
2026-02-26,NOVA-AUD-01,audio,West,online,3,149.99,0.0417,431.21
2026-02-26,NOVA-AUD-01,audio,West,marketplace,1,149.99,0.0587,141.19
2026-02-26,NOVA-AUD-02,audio,North,online,5,89.99,0.0599,423.0
2026-02-26,NOVA-AUD-02,audio,North,marketplace,3,89.99,0.0448,257.88
2026-02-26,NOVA-AUD-02,audio,North,b2b,1,89.99,0.1028,80.74
2026-02-26,NOVA-AUD-02,audio,South,online,3,89.99,0.0547,255.2
2026-02-26,NOVA-AUD-02,audio,South,marketplace,2,89.99,0.0528,170.48
2026-02-26,NOVA-AUD-02,audio,South,b2b,1,89.99,0.0923,81.68
2026-02-26,NOVA-AUD-02,audio,East,online,4,89.99,0.048,342.68
2026-02-26,NOVA-AUD-02,audio,East,marketplace,2,89.99,0.0549,170.1
2026-02-26,NOVA-AUD-02,audio,East,b2b,1,89.99,0.1007,80.93
2026-02-26,NOVA-AUD-02,audio,West,online,4,89.99,0.0541,340.49
2026-02-26,NOVA-AUD-02,audio,West,marketplace,2,89.99,0.0429,172.26
2026-02-26,NOVA-AUD-02,audio,West,b2b,1,89.99,0.0902,81.87
2026-02-26,NOVA-MOB-01,mobile,North,online,3,699.99,0.049,1997.07
2026-02-26,NOVA-MOB-01,mobile,North,marketplace,1,699.99,0.0592,658.55
2026-02-26,NOVA-MOB-01,mobile,South,online,1,699.99,0.0584,659.11
2026-02-26,NOVA-MOB-01,mobile,South,marketplace,1,699.99,0.0591,658.62
2026-02-26,NOVA-MOB-01,mobile,East,online,3,699.99,0.0572,1979.85
2026-02-26,NOVA-MOB-01,mobile,East,marketplace,1,699.99,0.0453,668.28
2026-02-26,NOVA-MOB-01,mobile,West,online,2,699.99,0.0478,1333.06
2026-02-26,NOVA-MOB-01,mobile,West,marketplace,1,699.99,0.055,661.49
2026-02-26,NOVA-MOB-02,mobile,North,online,3,449.99,0.0439,1290.71
2026-02-26,NOVA-MOB-02,mobile,North,marketplace,1,449.99,0.0538,425.78
2026-02-26,NOVA-MOB-02,mobile,South,online,2,449.99,0.0535,851.83
2026-02-26,NOVA-MOB-02,mobile,South,marketplace,1,449.99,0.0402,431.9
2026-02-26,NOVA-MOB-02,mobile,East,online,2,449.99,0.0489,855.97
2026-02-26,NOVA-MOB-02,mobile,East,marketplace,1,449.99,0.0457,429.43
2026-02-26,NOVA-MOB-02,mobile,West,online,2,449.99,0.0418,862.36
2026-02-26,NOVA-MOB-02,mobile,West,marketplace,1,449.99,0.0531,426.1
2026-02-26,NOVA-CPT-01,computing,North,online,2,999.99,0.0528,1894.38
2026-02-26,NOVA-CPT-01,computing,North,marketplace,1,999.99,0.0424,957.59
2026-02-26,NOVA-CPT-01,computing,South,online,1,999.99,0.0531,946.89
2026-02-26,NOVA-CPT-01,computing,East,online,2,999.99,0.0579,1884.18
2026-02-26,NOVA-CPT-01,computing,East,marketplace,1,999.99,0.0451,954.89
2026-02-26,NOVA-CPT-01,computing,West,online,1,999.99,0.0528,947.19
2026-02-26,NOVA-CPT-02,computing,North,online,2,399.99,0.0581,753.5
2026-02-26,NOVA-CPT-02,computing,North,marketplace,1,399.99,0.0465,381.39
2026-02-26,NOVA-CPT-02,computing,South,online,1,399.99,0.0555,377.79
2026-02-26,NOVA-CPT-02,computing,East,online,1,399.99,0.0591,376.35
2026-02-26,NOVA-CPT-02,computing,East,marketplace,1,399.99,0.0488,380.47
2026-02-26,NOVA-CPT-02,computing,West,online,2,399.99,0.0522,758.22
2026-02-26,NOVA-WBL-01,wearables,North,online,2,299.99,0.0554,566.74
2026-02-26,NOVA-WBL-01,wearables,North,marketplace,1,299.99,0.0529,284.12
2026-02-26,NOVA-WBL-01,wearables,South,online,2,299.99,0.0421,574.72
2026-02-26,NOVA-WBL-01,wearables,South,marketplace,1,299.99,0.0514,284.57
2026-02-26,NOVA-WBL-01,wearables,East,online,2,299.99,0.0579,565.24
2026-02-26,NOVA-WBL-01,wearables,East,marketplace,1,299.99,0.0528,284.15
2026-02-26,NOVA-WBL-01,wearables,West,online,2,299.99,0.0453,572.8
2026-02-26,NOVA-WBL-01,wearables,West,marketplace,1,299.99,0.0581,282.56
2026-02-26,NOVA-WBL-02,wearables,North,online,4,79.99,0.0588,301.15
2026-02-26,NOVA-WBL-02,wearables,North,marketplace,2,79.99,0.0487,152.19
2026-02-26,NOVA-WBL-02,wearables,North,b2b,1,79.99,0.1056,71.54
2026-02-26,NOVA-WBL-02,wearables,South,online,4,79.99,0.0508,303.71
2026-02-26,NOVA-WBL-02,wearables,South,marketplace,1,79.99,0.0591,75.26
2026-02-26,NOVA-WBL-02,wearables,South,b2b,1,79.99,0.0996,72.02
2026-02-26,NOVA-WBL-02,wearables,East,online,4,79.99,0.0587,301.18
2026-02-26,NOVA-WBL-02,wearables,East,marketplace,2,79.99,0.0536,151.41
2026-02-26,NOVA-WBL-02,wearables,East,b2b,1,79.99,0.1026,71.78
2026-02-26,NOVA-WBL-02,wearables,West,online,4,79.99,0.0418,306.59
2026-02-26,NOVA-WBL-02,wearables,West,marketplace,2,79.99,0.0592,150.51
2026-02-26,NOVA-ACC-01,accessories,North,online,8,29.99,0.0553,226.65
2026-02-26,NOVA-ACC-01,accessories,North,marketplace,4,29.99,0.0435,114.74
2026-02-26,NOVA-ACC-01,accessories,North,b2b,1,29.99,0.0977,27.06
2026-02-26,NOVA-ACC-01,accessories,South,online,5,29.99,0.0539,141.87
2026-02-26,NOVA-ACC-01,accessories,South,marketplace,4,29.99,0.0526,113.65
2026-02-26,NOVA-ACC-01,accessories,South,b2b,1,29.99,0.0917,27.24
2026-02-26,NOVA-ACC-01,accessories,East,online,8,29.99,0.0547,226.8
2026-02-26,NOVA-ACC-01,accessories,East,marketplace,3,29.99,0.0439,86.02
2026-02-26,NOVA-ACC-01,accessories,East,b2b,2,29.99,0.1019,53.87
2026-02-26,NOVA-ACC-01,accessories,West,online,6,29.99,0.0413,172.51
2026-02-26,NOVA-ACC-01,accessories,West,marketplace,3,29.99,0.0462,85.81
2026-02-26,NOVA-ACC-01,accessories,West,b2b,1,29.99,0.1067,26.79
2026-02-26,NOVA-ACC-02,accessories,North,online,6,49.99,0.0599,281.97
2026-02-26,NOVA-ACC-02,accessories,North,marketplace,2,49.99,0.0411,95.87
2026-02-26,NOVA-ACC-02,accessories,North,b2b,1,49.99,0.0909,45.45
2026-02-26,NOVA-ACC-02,accessories,South,online,4,49.99,0.0561,188.74
2026-02-26,NOVA-ACC-02,accessories,South,marketplace,2,49.99,0.0492,95.06
2026-02-26,NOVA-ACC-02,accessories,South,b2b,1,49.99,0.1075,44.62
2026-02-26,NOVA-ACC-02,accessories,East,online,5,49.99,0.0516,237.05
2026-02-26,NOVA-ACC-02,accessories,East,marketplace,3,49.99,0.0407,143.87
2026-02-26,NOVA-ACC-02,accessories,East,b2b,1,49.99,0.1031,44.84
2026-02-26,NOVA-ACC-02,accessories,West,online,5,49.99,0.0584,235.35
2026-02-26,NOVA-ACC-02,accessories,West,marketplace,2,49.99,0.054,94.58
2026-02-26,NOVA-ACC-02,accessories,West,b2b,1,49.99,0.0934,45.32
2026-02-27,NOVA-AUD-01,audio,North,online,3,149.99,0.0461,429.23
2026-02-27,NOVA-AUD-01,audio,North,marketplace,2,149.99,0.0491,285.25
2026-02-27,NOVA-AUD-01,audio,North,b2b,1,149.99,0.1018,134.72
2026-02-27,NOVA-AUD-01,audio,South,online,3,149.99,0.0421,431.03
2026-02-27,NOVA-AUD-01,audio,South,marketplace,1,149.99,0.056,141.59
2026-02-27,NOVA-AUD-01,audio,East,online,4,149.99,0.0485,570.86
2026-02-27,NOVA-AUD-01,audio,East,marketplace,2,149.99,0.0596,282.1
2026-02-27,NOVA-AUD-01,audio,East,b2b,1,149.99,0.0965,135.52
2026-02-27,NOVA-AUD-01,audio,West,online,4,149.99,0.0515,569.06
2026-02-27,NOVA-AUD-01,audio,West,marketplace,1,149.99,0.0567,141.49
2026-02-27,NOVA-AUD-01,audio,West,b2b,1,149.99,0.1053,134.2
2026-02-27,NOVA-AUD-02,audio,North,online,5,89.99,0.0467,428.94
2026-02-27,NOVA-AUD-02,audio,North,marketplace,2,89.99,0.0428,172.28
2026-02-27,NOVA-AUD-02,audio,North,b2b,1,89.99,0.1039,80.64
2026-02-27,NOVA-AUD-02,audio,South,online,4,89.99,0.0488,342.39
2026-02-27,NOVA-AUD-02,audio,South,marketplace,2,89.99,0.0408,172.64
2026-02-27,NOVA-AUD-02,audio,East,online,5,89.99,0.0522,426.46
2026-02-27,NOVA-AUD-02,audio,East,marketplace,3,89.99,0.0403,259.09
2026-02-27,NOVA-AUD-02,audio,East,b2b,1,89.99,0.0901,81.88
2026-02-27,NOVA-AUD-02,audio,West,online,3,89.99,0.0418,258.69
2026-02-27,NOVA-AUD-02,audio,West,marketplace,2,89.99,0.0577,169.6
2026-02-27,NOVA-AUD-02,audio,West,b2b,1,89.99,0.1061,80.44
2026-02-27,NOVA-MOB-01,mobile,North,online,3,699.99,0.0538,1986.99
2026-02-27,NOVA-MOB-01,mobile,North,marketplace,1,699.99,0.0528,663.03
2026-02-27,NOVA-MOB-01,mobile,South,online,2,699.99,0.0588,1317.66
2026-02-27,NOVA-MOB-01,mobile,South,marketplace,1,699.99,0.0408,671.43
2026-02-27,NOVA-MOB-01,mobile,East,online,2,699.99,0.059,1317.38
2026-02-27,NOVA-MOB-01,mobile,East,marketplace,1,699.99,0.0557,661.0
2026-02-27,NOVA-MOB-01,mobile,West,online,1,699.99,0.0447,668.7
2026-02-27,NOVA-MOB-01,mobile,West,marketplace,1,699.99,0.0506,664.57
2026-02-27,NOVA-MOB-02,mobile,North,online,3,449.99,0.0552,1275.45
2026-02-27,NOVA-MOB-02,mobile,North,marketplace,1,449.99,0.0444,430.01
2026-02-27,NOVA-MOB-02,mobile,North,b2b,1,449.99,0.1032,403.55
2026-02-27,NOVA-MOB-02,mobile,South,online,2,449.99,0.0439,860.47
2026-02-27,NOVA-MOB-02,mobile,South,marketplace,1,449.99,0.0537,425.83
2026-02-27,NOVA-MOB-02,mobile,East,online,3,449.99,0.0435,1291.25
2026-02-27,NOVA-MOB-02,mobile,East,marketplace,1,449.99,0.0409,431.59
2026-02-27,NOVA-MOB-02,mobile,West,online,2,449.99,0.0487,856.15
2026-02-27,NOVA-MOB-02,mobile,West,marketplace,1,449.99,0.0561,424.75
2026-02-27,NOVA-CPT-01,computing,North,online,1,999.99,0.0548,945.19
2026-02-27,NOVA-CPT-01,computing,North,marketplace,1,999.99,0.0435,956.49
2026-02-27,NOVA-CPT-01,computing,South,online,1,999.99,0.0423,957.69
2026-02-27,NOVA-CPT-01,computing,East,online,1,999.99,0.0465,953.49
2026-02-27,NOVA-CPT-01,computing,West,online,1,999.99,0.0556,944.39
2026-02-27,NOVA-CPT-02,computing,North,online,2,399.99,0.0574,754.06
2026-02-27,NOVA-CPT-02,computing,North,marketplace,1,399.99,0.0444,382.23
2026-02-27,NOVA-CPT-02,computing,South,online,1,399.99,0.0578,376.87
2026-02-27,NOVA-CPT-02,computing,East,online,2,399.99,0.0477,761.82
2026-02-27,NOVA-CPT-02,computing,East,marketplace,1,399.99,0.0544,378.23
2026-02-27,NOVA-CPT-02,computing,West,online,2,399.99,0.044,764.78
2026-02-27,NOVA-WBL-01,wearables,North,online,2,299.99,0.0427,574.36
2026-02-27,NOVA-WBL-01,wearables,North,marketplace,1,299.99,0.0492,285.23
2026-02-27,NOVA-WBL-01,wearables,South,online,2,299.99,0.0577,565.36
2026-02-27,NOVA-WBL-01,wearables,South,marketplace,1,299.99,0.0558,283.25
2026-02-27,NOVA-WBL-01,wearables,East,online,3,299.99,0.0434,860.91
2026-02-27,NOVA-WBL-01,wearables,East,marketplace,1,299.99,0.0571,282.86
2026-02-27,NOVA-WBL-01,wearables,West,online,2,299.99,0.0498,570.1
2026-02-27,NOVA-WBL-01,wearables,West,marketplace,1,299.99,0.0518,284.45
2026-02-27,NOVA-WBL-02,wearables,North,online,4,79.99,0.0546,302.49
2026-02-27,NOVA-WBL-02,wearables,North,marketplace,2,79.99,0.0449,152.8
2026-02-27,NOVA-WBL-02,wearables,North,b2b,1,79.99,0.1016,71.86
2026-02-27,NOVA-WBL-02,wearables,South,online,4,79.99,0.0518,303.39
2026-02-27,NOVA-WBL-02,wearables,South,marketplace,1,79.99,0.0515,75.87
2026-02-27,NOVA-WBL-02,wearables,East,online,5,79.99,0.0408,383.63
2026-02-27,NOVA-WBL-02,wearables,East,marketplace,2,79.99,0.0554,151.12
2026-02-27,NOVA-WBL-02,wearables,West,online,3,79.99,0.0496,228.07
2026-02-27,NOVA-WBL-02,wearables,West,marketplace,2,79.99,0.0564,150.96
2026-02-27,NOVA-WBL-02,wearables,West,b2b,1,79.99,0.0948,72.41
2026-02-27,NOVA-ACC-01,accessories,North,online,8,29.99,0.0402,230.28
2026-02-27,NOVA-ACC-01,accessories,North,marketplace,5,29.99,0.059,141.1
2026-02-27,NOVA-ACC-01,accessories,North,b2b,1,29.99,0.0959,27.11
2026-02-27,NOVA-ACC-01,accessories,South,online,7,29.99,0.0418,201.15
2026-02-27,NOVA-ACC-01,accessories,South,marketplace,3,29.99,0.0461,85.82
2026-02-27,NOVA-ACC-01,accessories,South,b2b,1,29.99,0.1072,26.78
2026-02-27,NOVA-ACC-01,accessories,East,online,8,29.99,0.0405,230.2
2026-02-27,NOVA-ACC-01,accessories,East,marketplace,4,29.99,0.0554,113.31
2026-02-27,NOVA-ACC-01,accessories,East,b2b,2,29.99,0.0981,54.1
2026-02-27,NOVA-ACC-01,accessories,West,online,7,29.99,0.0474,199.98
2026-02-27,NOVA-ACC-01,accessories,West,marketplace,3,29.99,0.0527,85.23
2026-02-27,NOVA-ACC-01,accessories,West,b2b,2,29.99,0.0914,54.5
2026-02-27,NOVA-ACC-02,accessories,North,online,7,49.99,0.0467,333.59
2026-02-27,NOVA-ACC-02,accessories,North,marketplace,2,49.99,0.0485,95.13
2026-02-27,NOVA-ACC-02,accessories,North,b2b,1,49.99,0.1089,44.55
2026-02-27,NOVA-ACC-02,accessories,South,online,4,49.99,0.0559,188.78
2026-02-27,NOVA-ACC-02,accessories,South,marketplace,2,49.99,0.0416,95.82
2026-02-27,NOVA-ACC-02,accessories,South,b2b,1,49.99,0.1047,44.76
2026-02-27,NOVA-ACC-02,accessories,East,online,4,49.99,0.0589,188.18
2026-02-27,NOVA-ACC-02,accessories,East,marketplace,3,49.99,0.0578,141.3
2026-02-27,NOVA-ACC-02,accessories,East,b2b,1,49.99,0.0973,45.13
2026-02-27,NOVA-ACC-02,accessories,West,online,5,49.99,0.0473,238.13
2026-02-27,NOVA-ACC-02,accessories,West,marketplace,2,49.99,0.0512,94.86
2026-02-27,NOVA-ACC-02,accessories,West,b2b,1,49.99,0.1042,44.78
2026-02-28,NOVA-AUD-01,audio,North,online,3,149.99,0.0596,423.15
2026-02-28,NOVA-AUD-01,audio,North,marketplace,2,149.99,0.0423,287.29
2026-02-28,NOVA-AUD-01,audio,North,b2b,1,149.99,0.1088,133.67
2026-02-28,NOVA-AUD-01,audio,South,online,3,149.99,0.0592,423.33
2026-02-28,NOVA-AUD-01,audio,South,marketplace,1,149.99,0.0549,141.76
2026-02-28,NOVA-AUD-01,audio,East,online,3,149.99,0.0453,429.59
2026-02-28,NOVA-AUD-01,audio,East,marketplace,2,149.99,0.0455,286.33
2026-02-28,NOVA-AUD-01,audio,West,online,3,149.99,0.0497,427.61
2026-02-28,NOVA-AUD-01,audio,West,marketplace,1,149.99,0.0425,143.62
2026-02-28,NOVA-AUD-01,audio,West,b2b,1,149.99,0.1036,134.45
2026-02-28,NOVA-AUD-02,audio,North,online,5,89.99,0.0458,429.34
2026-02-28,NOVA-AUD-02,audio,North,marketplace,3,89.99,0.056,254.85
2026-02-28,NOVA-AUD-02,audio,North,b2b,1,89.99,0.1062,80.43
2026-02-28,NOVA-AUD-02,audio,South,online,4,89.99,0.0413,345.09
2026-02-28,NOVA-AUD-02,audio,South,marketplace,2,89.99,0.0492,171.12
2026-02-28,NOVA-AUD-02,audio,East,online,6,89.99,0.0458,515.21
2026-02-28,NOVA-AUD-02,audio,East,marketplace,3,89.99,0.0422,258.58
2026-02-28,NOVA-AUD-02,audio,East,b2b,1,89.99,0.1039,80.64
2026-02-28,NOVA-AUD-02,audio,West,online,4,89.99,0.0575,339.26
2026-02-28,NOVA-AUD-02,audio,West,marketplace,2,89.99,0.0525,170.53
2026-02-28,NOVA-AUD-02,audio,West,b2b,1,89.99,0.1094,80.15
2026-02-28,NOVA-MOB-01,mobile,North,online,2,699.99,0.0426,1340.34
2026-02-28,NOVA-MOB-01,mobile,North,marketplace,1,699.99,0.0489,665.76
2026-02-28,NOVA-MOB-01,mobile,South,online,1,699.99,0.0413,671.08
2026-02-28,NOVA-MOB-01,mobile,South,marketplace,1,699.99,0.0446,668.77
2026-02-28,NOVA-MOB-01,mobile,East,online,2,699.99,0.0482,1332.5
2026-02-28,NOVA-MOB-01,mobile,East,marketplace,1,699.99,0.0529,662.96
2026-02-28,NOVA-MOB-01,mobile,West,online,2,699.99,0.0539,1324.52
2026-02-28,NOVA-MOB-01,mobile,West,marketplace,1,699.99,0.0489,665.76
2026-02-28,NOVA-MOB-02,mobile,North,online,2,449.99,0.0558,849.76
2026-02-28,NOVA-MOB-02,mobile,North,marketplace,1,449.99,0.0452,429.65
2026-02-28,NOVA-MOB-02,mobile,South,online,3,449.99,0.0554,1275.18
2026-02-28,NOVA-MOB-02,mobile,South,marketplace,1,449.99,0.0471,428.8
2026-02-28,NOVA-MOB-02,mobile,East,online,2,449.99,0.0585,847.33
2026-02-28,NOVA-MOB-02,mobile,East,marketplace,1,449.99,0.0457,429.43
2026-02-28,NOVA-MOB-02,mobile,East,b2b,1,449.99,0.1068,401.93
2026-02-28,NOVA-MOB-02,mobile,West,online,2,449.99,0.0533,852.01
2026-02-28,NOVA-MOB-02,mobile,West,marketplace,1,449.99,0.0448,429.83
2026-02-28,NOVA-CPT-01,computing,North,online,1,999.99,0.0425,957.49
2026-02-28,NOVA-CPT-01,computing,South,online,1,999.99,0.0407,959.29
2026-02-28,NOVA-CPT-01,computing,East,online,1,999.99,0.0508,949.19
2026-02-28,NOVA-CPT-01,computing,West,online,1,999.99,0.0481,951.89
2026-02-28,NOVA-CPT-02,computing,North,online,2,399.99,0.0464,762.86
2026-02-28,NOVA-CPT-02,computing,North,marketplace,1,399.99,0.0548,378.07
2026-02-28,NOVA-CPT-02,computing,South,online,1,399.99,0.0541,378.35
2026-02-28,NOVA-CPT-02,computing,East,online,2,399.99,0.0596,752.3
2026-02-28,NOVA-CPT-02,computing,East,marketplace,1,399.99,0.0429,382.83
2026-02-28,NOVA-CPT-02,computing,West,online,2,399.99,0.0488,760.94
2026-02-28,NOVA-CPT-02,computing,West,marketplace,1,399.99,0.0546,378.15
2026-02-28,NOVA-WBL-01,wearables,North,online,2,299.99,0.051,569.38
2026-02-28,NOVA-WBL-01,wearables,North,marketplace,1,299.99,0.048,285.59
2026-02-28,NOVA-WBL-01,wearables,South,online,2,299.99,0.0418,574.9
2026-02-28,NOVA-WBL-01,wearables,South,marketplace,1,299.99,0.0528,284.15
2026-02-28,NOVA-WBL-01,wearables,East,online,2,299.99,0.0587,564.76
2026-02-28,NOVA-WBL-01,wearables,East,marketplace,1,299.99,0.0405,287.84
2026-02-28,NOVA-WBL-01,wearables,West,online,2,299.99,0.0534,567.94
2026-02-28,NOVA-WBL-01,wearables,West,marketplace,1,299.99,0.0502,284.93
2026-02-28,NOVA-WBL-02,wearables,North,online,4,79.99,0.0521,303.29
2026-02-28,NOVA-WBL-02,wearables,North,marketplace,2,79.99,0.0582,150.67
