date,sku,dc_id,region,on_hand_units,allocated_units,available_units,fill_rate
2026-03-07,NOVA-ACC-02,DC-EAST,East,606,153,453,0.9249
2026-03-07,NOVA-ACC-02,DC-WEST,West,537,200,337,0.9436
2026-03-08,NOVA-AUD-01,DC-NORTH,North,418,127,291,0.9027
2026-03-08,NOVA-AUD-01,DC-SOUTH,South,341,122,219,0.8889
2026-03-08,NOVA-AUD-01,DC-EAST,East,372,126,246,0.8653
2026-03-08,NOVA-AUD-01,DC-WEST,West,336,117,219,0.866
2026-03-08,NOVA-AUD-02,DC-NORTH,North,458,199,259,0.949
2026-03-08,NOVA-AUD-02,DC-SOUTH,South,538,174,364,0.8546
2026-03-08,NOVA-AUD-02,DC-EAST,East,557,178,379,0.8957
2026-03-08,NOVA-AUD-02,DC-WEST,West,544,191,353,0.9364
2026-03-08,NOVA-MOB-01,DC-NORTH,North,280,90,190,0.8823
2026-03-08,NOVA-MOB-01,DC-SOUTH,South,255,93,162,0.9236
2026-03-08,NOVA-MOB-01,DC-EAST,East,273,77,196,0.8918
2026-03-08,NOVA-MOB-01,DC-WEST,West,232,72,160,0.8609
2026-03-08,NOVA-MOB-02,DC-NORTH,North,306,84,222,0.879
2026-03-08,NOVA-MOB-02,DC-SOUTH,South,286,101,185,0.946
2026-03-08,NOVA-MOB-02,DC-EAST,East,323,117,206,0.8524
2026-03-08,NOVA-MOB-02,DC-WEST,West,276,118,158,0.9127
2026-03-08,NOVA-CPT-01,DC-NORTH,North,175,59,116,0.8646
2026-03-08,NOVA-CPT-01,DC-SOUTH,South,158,42,116,0.916
2026-03-08,NOVA-CPT-01,DC-EAST,East,179,49,130,0.8797
2026-03-08,NOVA-CPT-01,DC-WEST,West,159,55,104,0.9274
2026-03-08,NOVA-CPT-02,DC-NORTH,North,240,71,169,0.8774
2026-03-08,NOVA-CPT-02,DC-SOUTH,South,238,100,138,0.8608
2026-03-08,NOVA-CPT-02,DC-EAST,East,201,52,149,0.8525
2026-03-08,NOVA-CPT-02,DC-WEST,West,187,78,109,0.8697
2026-03-08,NOVA-WBL-01,DC-NORTH,North,239,65,174,0.8531
2026-03-08,NOVA-WBL-01,DC-SOUTH,South,273,113,160,0.866
2026-03-08,NOVA-WBL-01,DC-EAST,East,261,89,172,0.8976
2026-03-08,NOVA-WBL-01,DC-WEST,West,294,113,181,0.9502
2026-03-08,NOVA-WBL-02,DC-NORTH,North,403,154,249,0.9127
2026-03-08,NOVA-WBL-02,DC-SOUTH,South,450,192,258,0.9503
2026-03-08,NOVA-WBL-02,DC-EAST,East,359,137,222,0.8922
2026-03-08,NOVA-WBL-02,DC-WEST,West,450,163,287,0.8891
2026-03-08,NOVA-ACC-01,DC-NORTH,North,870,299,571,0.909
2026-03-08,NOVA-ACC-01,DC-SOUTH,South,877,383,494,0.9211
2026-03-08,NOVA-ACC-01,DC-EAST,East,735,282,453,0.8931
2026-03-08,NOVA-ACC-01,DC-WEST,West,834,221,613,0.8689
2026-03-08,NOVA-ACC-02,DC-NORTH,North,478,162,316,0.8929
2026-03-08,NOVA-ACC-02,DC-SOUTH,South,524,196,328,0.8948
2026-03-08,NOVA-ACC-02,DC-EAST,East,593,232,361,0.8665
2026-03-08,NOVA-ACC-02,DC-WEST,West,570,200,370,0.9481
2026-03-09,NOVA-AUD-01,DC-NORTH,North,385,166,219,0.9125
2026-03-09,NOVA-AUD-01,DC-SOUTH,South,366,114,252,0.9171
2026-03-09,NOVA-AUD-01,DC-EAST,East,425,160,265,0.8598
2026-03-09,NOVA-AUD-01,DC-WEST,West,344,95,249,0.9371
2026-03-09,NOVA-AUD-02,DC-NORTH,North,538,222,316,0.9511
2026-03-09,NOVA-AUD-02,DC-SOUTH,South,524,145,379,0.9493
2026-03-09,NOVA-AUD-02,DC-EAST,East,470,171,299,0.8701
2026-03-09,NOVA-AUD-02,DC-WEST,West,511,220,291,0.8687
2026-03-09,NOVA-MOB-01,DC-NORTH,North,255,104,151,0.8711
2026-03-09,NOVA-MOB-01,DC-SOUTH,South,222,95,127,0.9486
2026-03-09,NOVA-MOB-01,DC-EAST,East,246,81,165,0.9392
2026-03-09,NOVA-MOB-01,DC-WEST,West,280,96,184,0.9192
2026-03-09,NOVA-MOB-02,DC-NORTH,North,345,114,231,0.8985
2026-03-09,NOVA-MOB-02,DC-SOUTH,South,306,83,223,0.9536
2026-03-09,NOVA-MOB-02,DC-EAST,East,336,122,214,0.9429
2026-03-09,NOVA-MOB-02,DC-WEST,West,334,91,243,0.8994
2026-03-09,NOVA-CPT-01,DC-NORTH,North,188,51,137,0.909
2026-03-09,NOVA-CPT-01,DC-SOUTH,South,188,65,123,0.8808
2026-03-09,NOVA-CPT-01,DC-EAST,East,161,69,92,0.8893
2026-03-09,NOVA-CPT-01,DC-WEST,West,151,46,105,0.8687
2026-03-09,NOVA-CPT-02,DC-NORTH,North,233,91,142,0.8787
2026-03-09,NOVA-CPT-02,DC-SOUTH,South,228,81,147,0.9519
2026-03-09,NOVA-CPT-02,DC-EAST,East,223,88,135,0.9379
2026-03-09,NOVA-CPT-02,DC-WEST,West,206,84,122,0.8959
2026-03-09,NOVA-WBL-01,DC-NORTH,North,284,90,194,0.8488
2026-03-09,NOVA-WBL-01,DC-SOUTH,South,294,94,200,0.9209
2026-03-09,NOVA-WBL-01,DC-EAST,East,290,76,214,0.9513
2026-03-09,NOVA-WBL-01,DC-WEST,West,308,109,199,0.9143
2026-03-09,NOVA-WBL-02,DC-NORTH,North,392,102,290,0.9252
2026-03-09,NOVA-WBL-02,DC-SOUTH,South,460,186,274,0.9111
2026-03-09,NOVA-WBL-02,DC-EAST,East,378,117,261,0.871
2026-03-09,NOVA-WBL-02,DC-WEST,West,433,125,308,0.8881
2026-03-09,NOVA-ACC-01,DC-NORTH,North,875,268,607,0.9042
2026-03-09,NOVA-ACC-01,DC-SOUTH,South,746,335,411,0.8955
2026-03-09,NOVA-ACC-01,DC-EAST,East,682,241,441,0.89
2026-03-09,NOVA-ACC-01,DC-WEST,West,776,308,468,0.9234
2026-03-09,NOVA-ACC-02,DC-NORTH,North,584,180,404,0.8941
2026-03-09,NOVA-ACC-02,DC-SOUTH,South,524,174,350,0.951
2026-03-09,NOVA-ACC-02,DC-EAST,East,600,194,406,0.8595
2026-03-09,NOVA-ACC-02,DC-WEST,West,626,243,383,0.8722
2026-03-10,NOVA-AUD-01,DC-NORTH,North,407,110,297,0.9018
2026-03-10,NOVA-AUD-01,DC-SOUTH,South,427,151,276,0.8803
2026-03-10,NOVA-AUD-01,DC-EAST,East,391,164,227,0.8591
2026-03-10,NOVA-AUD-01,DC-WEST,West,358,113,245,0.9138
2026-03-10,NOVA-AUD-02,DC-NORTH,North,545,174,371,0.9175
2026-03-10,NOVA-AUD-02,DC-SOUTH,South,504,190,314,0.8492
2026-03-10,NOVA-AUD-02,DC-EAST,East,484,196,288,0.8526
2026-03-10,NOVA-AUD-02,DC-WEST,West,547,206,341,0.9359
2026-03-10,NOVA-MOB-01,DC-NORTH,North,261,84,177,0.9506
2026-03-10,NOVA-MOB-01,DC-SOUTH,South,216,54,162,0.8984
2026-03-10,NOVA-MOB-01,DC-EAST,East,222,96,126,0.8573
2026-03-10,NOVA-MOB-01,DC-WEST,West,249,110,139,0.9095
2026-03-10,NOVA-MOB-02,DC-NORTH,North,271,77,194,0.9136
2026-03-10,NOVA-MOB-02,DC-SOUTH,South,294,99,195,0.8597
2026-03-10,NOVA-MOB-02,DC-EAST,East,266,85,181,0.9311
2026-03-10,NOVA-MOB-02,DC-WEST,West,346,97,249,0.9379
2026-03-10,NOVA-CPT-01,DC-NORTH,North,148,50,98,0.9145
2026-03-10,NOVA-CPT-01,DC-SOUTH,South,160,50,110,0.9457
2026-03-10,NOVA-CPT-01,DC-EAST,East,163,70,93,0.928
2026-03-10,NOVA-CPT-01,DC-WEST,West,180,52,128,0.8792
2026-03-10,NOVA-CPT-02,DC-NORTH,North,210,58,152,0.8626
2026-03-10,NOVA-CPT-02,DC-SOUTH,South,190,49,141,0.8539
2026-03-10,NOVA-CPT-02,DC-EAST,East,204,87,117,0.8898
2026-03-10,NOVA-CPT-02,DC-WEST,West,207,67,140,0.8629
2026-03-10,NOVA-WBL-01,DC-NORTH,North,243,101,142,0.9201
2026-03-10,NOVA-WBL-01,DC-SOUTH,South,298,105,193,0.8913
2026-03-10,NOVA-WBL-01,DC-EAST,East,290,98,192,0.871
2026-03-10,NOVA-WBL-01,DC-WEST,West,252,64,188,0.9079
2026-03-10,NOVA-WBL-02,DC-NORTH,North,481,213,268,0.9254
2026-03-10,NOVA-WBL-02,DC-SOUTH,South,400,157,243,0.9529
2026-03-10,NOVA-WBL-02,DC-EAST,East,381,108,273,0.8864
2026-03-10,NOVA-WBL-02,DC-WEST,West,357,141,216,0.8505
2026-03-10,NOVA-ACC-01,DC-NORTH,North,860,281,579,0.9139
2026-03-10,NOVA-ACC-01,DC-SOUTH,South,809,326,483,0.8823
2026-03-10,NOVA-ACC-01,DC-EAST,East,779,234,545,0.9183
2026-03-10,NOVA-ACC-01,DC-WEST,West,683,224,459,0.9087
2026-03-10,NOVA-ACC-02,DC-NORTH,North,520,140,380,0.9262
2026-03-10,NOVA-ACC-02,DC-SOUTH,South,610,249,361,0.9192
2026-03-10,NOVA-ACC-02,DC-EAST,East,481,175,306,0.8991
2026-03-10,NOVA-ACC-02,DC-WEST,West,601,186,415,0.9483
2026-03-11,NOVA-AUD-01,DC-NORTH,North,381,113,268,0.8661
2026-03-11,NOVA-AUD-01,DC-SOUTH,South,431,118,313,0.95
2026-03-11,NOVA-AUD-01,DC-EAST,East,388,106,282,0.8866
2026-03-11,NOVA-AUD-01,DC-WEST,West,402,114,288,0.9083
2026-03-11,NOVA-AUD-02,DC-NORTH,North,420,148,272,0.8842
2026-03-11,NOVA-AUD-02,DC-SOUTH,South,428,130,298,0.932
2026-03-11,NOVA-AUD-02,DC-EAST,East,456,130,326,0.8495
2026-03-11,NOVA-AUD-02,DC-WEST,West,538,231,307,0.8694
2026-03-11,NOVA-MOB-01,DC-NORTH,North,273,70,203,0.8952
2026-03-11,NOVA-MOB-01,DC-SOUTH,South,226,62,164,0.8964
2026-03-11,NOVA-MOB-01,DC-EAST,East,260,114,146,0.94
2026-03-11,NOVA-MOB-01,DC-WEST,West,283,102,181,0.9253
2026-03-11,NOVA-MOB-02,DC-NORTH,North,306,94,212,0.9044
2026-03-11,NOVA-MOB-02,DC-SOUTH,South,298,79,219,0.9296
2026-03-11,NOVA-MOB-02,DC-EAST,East,352,136,216,0.8969
2026-03-11,NOVA-MOB-02,DC-WEST,West,341,115,226,0.869
2026-03-11,NOVA-CPT-01,DC-NORTH,North,168,71,97,0.8522
2026-03-11,NOVA-CPT-01,DC-SOUTH,South,148,60,88,0.8496
2026-03-11,NOVA-CPT-01,DC-EAST,East,160,61,99,0.9087
2026-03-11,NOVA-CPT-01,DC-WEST,West,190,67,123,0.8853
2026-03-11,NOVA-CPT-02,DC-NORTH,North,239,66,173,0.8963
2026-03-11,NOVA-CPT-02,DC-SOUTH,South,199,60,139,0.9319
2026-03-11,NOVA-CPT-02,DC-EAST,East,229,75,154,0.8722
2026-03-11,NOVA-CPT-02,DC-WEST,West,190,58,132,0.9196
2026-03-11,NOVA-WBL-01,DC-NORTH,North,271,81,190,0.8497
2026-03-11,NOVA-WBL-01,DC-SOUTH,South,308,134,174,0.923
2026-03-11,NOVA-WBL-01,DC-EAST,East,273,89,184,0.9263
2026-03-11,NOVA-WBL-01,DC-WEST,West,265,82,183,0.8964
2026-03-11,NOVA-WBL-02,DC-NORTH,North,388,148,240,0.9076
2026-03-11,NOVA-WBL-02,DC-SOUTH,South,364,99,265,0.9415
2026-03-11,NOVA-WBL-02,DC-EAST,East,441,117,324,0.8876
2026-03-11,NOVA-WBL-02,DC-WEST,West,461,185,276,0.8797
2026-03-11,NOVA-ACC-01,DC-NORTH,North,809,214,595,0.8621
2026-03-11,NOVA-ACC-01,DC-SOUTH,South,795,266,529,0.9278
2026-03-11,NOVA-ACC-01,DC-EAST,East,804,259,545,0.8777
2026-03-11,NOVA-ACC-01,DC-WEST,West,790,204,586,0.932
2026-03-11,NOVA-ACC-02,DC-NORTH,North,509,174,335,0.8496
2026-03-11,NOVA-ACC-02,DC-SOUTH,South,579,192,387,0.9459
2026-03-11,NOVA-ACC-02,DC-EAST,East,481,121,360,0.8807
2026-03-11,NOVA-ACC-02,DC-WEST,West,606,252,354,0.8717
2026-03-12,NOVA-AUD-01,DC-NORTH,North,386,110,276,0.9273
2026-03-12,NOVA-AUD-01,DC-SOUTH,South,379,115,264,0.8812
2026-03-12,NOVA-AUD-01,DC-EAST,East,449,147,302,0.8778
2026-03-12,NOVA-AUD-01,DC-WEST,West,422,180,242,0.9402
2026-03-12,NOVA-AUD-02,DC-NORTH,North,428,157,271,0.9444
2026-03-12,NOVA-AUD-02,DC-SOUTH,South,463,152,311,0.8714
2026-03-12,NOVA-AUD-02,DC-EAST,East,543,208,335,0.8984
2026-03-12,NOVA-AUD-02,DC-WEST,West,426,116,310,0.9339
2026-03-12,NOVA-MOB-01,DC-NORTH,North,252,68,184,0.8835
2026-03-12,NOVA-MOB-01,DC-SOUTH,South,267,103,164,0.8653
2026-03-12,NOVA-MOB-01,DC-EAST,East,287,76,211,0.9105
2026-03-12,NOVA-MOB-01,DC-WEST,West,285,114,171,0.8601
2026-03-12,NOVA-MOB-02,DC-NORTH,North,340,94,246,0.8836
2026-03-12,NOVA-MOB-02,DC-SOUTH,South,312,82,230,0.8939
2026-03-12,NOVA-MOB-02,DC-EAST,East,334,115,219,0.9463
2026-03-12,NOVA-MOB-02,DC-WEST,West,269,89,180,0.9194
2026-03-12,NOVA-CPT-01,DC-NORTH,North,150,57,93,0.9392
2026-03-12,NOVA-CPT-01,DC-SOUTH,South,189,79,110,0.943
2026-03-12,NOVA-CPT-01,DC-EAST,East,169,71,98,0.8714
2026-03-12,NOVA-CPT-01,DC-WEST,West,164,57,107,0.9064
2026-03-12,NOVA-CPT-02,DC-NORTH,North,193,73,120,0.8511
2026-03-12,NOVA-CPT-02,DC-SOUTH,South,191,78,113,0.867
2026-03-12,NOVA-CPT-02,DC-EAST,East,210,68,142,0.9146
2026-03-12,NOVA-CPT-02,DC-WEST,West,200,75,125,0.8657
2026-03-12,NOVA-WBL-01,DC-NORTH,North,270,95,175,0.8873
2026-03-12,NOVA-WBL-01,DC-SOUTH,South,281,100,181,0.8484
2026-03-12,NOVA-WBL-01,DC-EAST,East,287,95,192,0.8718
2026-03-12,NOVA-WBL-01,DC-WEST,West,240,68,172,0.8615
2026-03-12,NOVA-WBL-02,DC-NORTH,North,482,121,361,0.8678
2026-03-12,NOVA-WBL-02,DC-SOUTH,South,408,168,240,0.8763
2026-03-12,NOVA-WBL-02,DC-EAST,East,467,174,293,0.9065
2026-03-12,NOVA-WBL-02,DC-WEST,West,386,113,273,0.9326
2026-03-12,NOVA-ACC-01,DC-NORTH,North,715,276,439,0.8693
2026-03-12,NOVA-ACC-01,DC-SOUTH,South,763,259,504,0.8651
2026-03-12,NOVA-ACC-01,DC-EAST,East,845,249,596,0.8649
2026-03-12,NOVA-ACC-01,DC-WEST,West,687,227,460,0.9242
2026-03-12,NOVA-ACC-02,DC-NORTH,North,560,171,389,0.9076
2026-03-12,NOVA-ACC-02,DC-SOUTH,South,519,181,338,0.891
2026-03-12,NOVA-ACC-02,DC-EAST,East,623,231,392,0.9247
2026-03-12,NOVA-ACC-02,DC-WEST,West,603,264,339,0.9249
2026-03-13,NOVA-AUD-01,DC-NORTH,North,435,153,282,0.8613
2026-03-13,NOVA-AUD-01,DC-SOUTH,South,369,142,227,0.8648
2026-03-13,NOVA-AUD-01,DC-EAST,East,440,117,323,0.9532
2026-03-13,NOVA-AUD-01,DC-WEST,West,430,160,270,0.8573
2026-03-13,NOVA-AUD-02,DC-NORTH,North,550,183,367,0.8541
2026-03-13,NOVA-AUD-02,DC-SOUTH,South,490,180,310,0.9007
2026-03-13,NOVA-AUD-02,DC-EAST,East,526,194,332,0.9066
2026-03-13,NOVA-AUD-02,DC-WEST,West,425,107,318,0.8684
2026-03-13,NOVA-MOB-01,DC-NORTH,North,243,69,174,0.8618
2026-03-13,NOVA-MOB-01,DC-SOUTH,South,234,72,162,0.9355
2026-03-13,NOVA-MOB-01,DC-EAST,East,228,73,155,0.874
2026-03-13,NOVA-MOB-01,DC-WEST,West,243,72,171,0.8605
2026-03-13,NOVA-MOB-02,DC-NORTH,North,326,127,199,0.8654
2026-03-13,NOVA-MOB-02,DC-SOUTH,South,344,93,251,0.8801
2026-03-13,NOVA-MOB-02,DC-EAST,East,293,81,212,0.8514
2026-03-13,NOVA-MOB-02,DC-WEST,West,270,100,170,0.9085
2026-03-13,NOVA-CPT-01,DC-NORTH,North,181,51,130,0.9467
2026-03-13,NOVA-CPT-01,DC-SOUTH,South,165,53,112,0.8552
2026-03-13,NOVA-CPT-01,DC-EAST,East,176,55,121,0.9218
2026-03-13,NOVA-CPT-01,DC-WEST,West,182,47,135,0.8465
2026-03-13,NOVA-CPT-02,DC-NORTH,North,203,82,121,0.878
2026-03-13,NOVA-CPT-02,DC-SOUTH,South,215,67,148,0.8575
2026-03-13,NOVA-CPT-02,DC-EAST,East,191,63,128,0.9338
2026-03-13,NOVA-CPT-02,DC-WEST,West,178,70,108,0.8828
2026-03-13,NOVA-WBL-01,DC-NORTH,North,277,115,162,0.9153
2026-03-13,NOVA-WBL-01,DC-SOUTH,South,272,108,164,0.9439
2026-03-13,NOVA-WBL-01,DC-EAST,East,278,123,155,0.8561
2026-03-13,NOVA-WBL-01,DC-WEST,West,245,105,140,0.8605
2026-03-13,NOVA-WBL-02,DC-NORTH,North,357,100,257,0.9256
2026-03-13,NOVA-WBL-02,DC-SOUTH,South,371,145,226,0.904
2026-03-13,NOVA-WBL-02,DC-EAST,East,479,151,328,0.8854
2026-03-13,NOVA-WBL-02,DC-WEST,West,363,120,243,0.8695
2026-03-13,NOVA-ACC-01,DC-NORTH,North,788,301,487,0.9009
2026-03-13,NOVA-ACC-01,DC-SOUTH,South,884,360,524,0.9508
2026-03-13,NOVA-ACC-01,DC-EAST,East,760,302,458,0.8914
2026-03-13,NOVA-ACC-01,DC-WEST,West,856,274,582,0.9128
2026-03-13,NOVA-ACC-02,DC-NORTH,North,602,159,443,0.9495
2026-03-13,NOVA-ACC-02,DC-SOUTH,South,539,223,316,0.9092
2026-03-13,NOVA-ACC-02,DC-EAST,East,544,216,328,0.8609
2026-03-13,NOVA-ACC-02,DC-WEST,West,539,240,299,0.9078
2026-03-14,NOVA-AUD-01,DC-NORTH,North,400,163,237,0.9201
2026-03-14,NOVA-AUD-01,DC-SOUTH,South,432,128,304,0.918
2026-03-14,NOVA-AUD-01,DC-EAST,East,419,121,298,0.9194
2026-03-14,NOVA-AUD-01,DC-WEST,West,447,138,309,0.8572
2026-03-14,NOVA-AUD-02,DC-NORTH,North,477,160,317,0.8589
2026-03-14,NOVA-AUD-02,DC-SOUTH,South,485,195,290,0.9225
2026-03-14,NOVA-AUD-02,DC-EAST,East,456,130,326,0.8567
2026-03-14,NOVA-AUD-02,DC-WEST,West,443,137,306,0.9504
2026-03-14,NOVA-MOB-01,DC-NORTH,North,222,87,135,0.9098
2026-03-14,NOVA-MOB-01,DC-SOUTH,South,250,111,139,0.856
2026-03-14,NOVA-MOB-01,DC-EAST,East,269,110,159,0.9082
2026-03-14,NOVA-MOB-01,DC-WEST,West,283,85,198,0.868
2026-03-14,NOVA-MOB-02,DC-NORTH,North,303,81,222,0.9175
2026-03-14,NOVA-MOB-02,DC-SOUTH,South,316,102,214,0.8715
2026-03-14,NOVA-MOB-02,DC-EAST,East,313,79,234,0.9254
2026-03-14,NOVA-MOB-02,DC-WEST,West,283,97,186,0.8486
2026-03-14,NOVA-CPT-01,DC-NORTH,North,158,62,96,0.8808
2026-03-14,NOVA-CPT-01,DC-SOUTH,South,191,59,132,0.8921
2026-03-14,NOVA-CPT-01,DC-EAST,East,152,58,94,0.8778
2026-03-14,NOVA-CPT-01,DC-WEST,West,154,59,95,0.95
2026-03-14,NOVA-CPT-02,DC-NORTH,North,216,95,121,0.9504
2026-03-14,NOVA-CPT-02,DC-SOUTH,South,234,76,158,0.9464
2026-03-14,NOVA-CPT-02,DC-EAST,East,190,60,130,0.8942
2026-03-14,NOVA-CPT-02,DC-WEST,West,183,58,125,0.8741
2026-03-14,NOVA-WBL-01,DC-NORTH,North,321,95,226,0.915
2026-03-14,NOVA-WBL-01,DC-SOUTH,South,280,120,160,0.881
2026-03-14,NOVA-WBL-01,DC-EAST,East,247,101,146,0.9048
2026-03-14,NOVA-WBL-01,DC-WEST,West,318,123,195,0.8619
2026-03-14,NOVA-WBL-02,DC-NORTH,North,407,145,262,0.9075
2026-03-14,NOVA-WBL-02,DC-SOUTH,South,438,188,250,0.8735
2026-03-14,NOVA-WBL-02,DC-EAST,East,454,175,279,0.8648
2026-03-14,NOVA-WBL-02,DC-WEST,West,421,130,291,0.8958
2026-03-14,NOVA-ACC-01,DC-NORTH,North,810,270,540,0.949
2026-03-14,NOVA-ACC-01,DC-SOUTH,South,880,353,527,0.9177
2026-03-14,NOVA-ACC-01,DC-EAST,East,773,206,567,0.9263
2026-03-14,NOVA-ACC-01,DC-WEST,West,739,228,511,0.9113
2026-03-14,NOVA-ACC-02,DC-NORTH,North,493,153,340,0.8729
2026-03-14,NOVA-ACC-02,DC-SOUTH,South,546,147,399,0.8694
2026-03-14,NOVA-ACC-02,DC-EAST,East,562,189,373,0.931
2026-03-14,NOVA-ACC-02,DC-WEST,West,545,211,334,0.9377
2026-03-15,NOVA-AUD-01,DC-NORTH,North,342,92,250,0.9352
2026-03-15,NOVA-AUD-01,DC-SOUTH,South,370,110,260,0.8949
2026-03-15,NOVA-AUD-01,DC-EAST,East,335,134,201,0.9317
2026-03-15,NOVA-AUD-01,DC-WEST,West,430,140,290,0.8544
2026-03-15,NOVA-AUD-02,DC-NORTH,North,489,147,342,0.8464
2026-03-15,NOVA-AUD-02,DC-SOUTH,South,505,218,287,0.8865
2026-03-15,NOVA-AUD-02,DC-EAST,East,451,119,332,0.8577
2026-03-15,NOVA-AUD-02,DC-WEST,West,532,219,313,0.9102
2026-03-15,NOVA-MOB-01,DC-NORTH,North,278,106,172,0.8879
2026-03-15,NOVA-MOB-01,DC-SOUTH,South,272,75,197,0.9102
2026-03-15,NOVA-MOB-01,DC-EAST,East,247,68,179,0.8517
2026-03-15,NOVA-MOB-01,DC-WEST,West,220,73,147,0.9122
2026-03-15,NOVA-MOB-02,DC-NORTH,North,267,107,160,0.8574
2026-03-15,NOVA-MOB-02,DC-SOUTH,South,296,100,196,0.946
2026-03-15,NOVA-MOB-02,DC-EAST,East,320,100,220,0.9205
2026-03-15,NOVA-MOB-02,DC-WEST,West,313,121,192,0.8991
2026-03-15,NOVA-CPT-01,DC-NORTH,North,155,66,89,0.9414
2026-03-15,NOVA-CPT-01,DC-SOUTH,South,173,48,125,0.8853
2026-03-15,NOVA-CPT-01,DC-EAST,East,155,42,113,0.9512
2026-03-15,NOVA-CPT-01,DC-WEST,West,159,39,120,0.8882
2026-03-15,NOVA-CPT-02,DC-NORTH,North,184,50,134,0.9222
2026-03-15,NOVA-CPT-02,DC-SOUTH,South,212,84,128,0.9465
2026-03-15,NOVA-CPT-02,DC-EAST,East,181,67,114,0.8963
2026-03-15,NOVA-CPT-02,DC-WEST,West,231,79,152,0.8764
2026-03-15,NOVA-WBL-01,DC-NORTH,North,274,113,161,0.9143
2026-03-15,NOVA-WBL-01,DC-SOUTH,South,286,76,210,0.86
2026-03-15,NOVA-WBL-01,DC-EAST,East,316,126,190,0.9126
2026-03-15,NOVA-WBL-01,DC-WEST,West,270,89,181,0.925
2026-03-15,NOVA-WBL-02,DC-NORTH,North,384,121,263,0.8808
2026-03-15,NOVA-WBL-02,DC-SOUTH,South,420,148,272,0.8665
2026-03-15,NOVA-WBL-02,DC-EAST,East,475,132,343,0.9129
2026-03-15,NOVA-WBL-02,DC-WEST,West,410,144,266,0.9426
2026-03-15,NOVA-ACC-01,DC-NORTH,North,853,247,606,0.8848
2026-03-15,NOVA-ACC-01,DC-SOUTH,South,816,313,503,0.9127
2026-03-15,NOVA-ACC-01,DC-EAST,East,679,252,427,0.9413
2026-03-15,NOVA-ACC-01,DC-WEST,West,762,228,534,0.8851
2026-03-15,NOVA-ACC-02,DC-NORTH,North,632,246,386,0.917
2026-03-15,NOVA-ACC-02,DC-SOUTH,South,500,158,342,0.9159
2026-03-15,NOVA-ACC-02,DC-EAST,East,642,189,453,0.9208
2026-03-15,NOVA-ACC-02,DC-WEST,West,508,168,340,0.9003
2026-03-16,NOVA-AUD-01,DC-NORTH,North,344,117,227,0.8585
2026-03-16,NOVA-AUD-01,DC-SOUTH,South,428,138,290,0.8689
2026-03-16,NOVA-AUD-01,DC-EAST,East,408,150,258,0.8819
2026-03-16,NOVA-AUD-01,DC-WEST,West,448,166,282,0.9459
2026-03-16,NOVA-AUD-02,DC-NORTH,North,535,179,356,0.9074
2026-03-16,NOVA-AUD-02,DC-SOUTH,South,506,177,329,0.917
2026-03-16,NOVA-AUD-02,DC-EAST,East,505,180,325,0.8714
2026-03-16,NOVA-AUD-02,DC-WEST,West,534,198,336,0.9249
2026-03-16,NOVA-MOB-01,DC-NORTH,North,267,94,173,0.8811
2026-03-16,NOVA-MOB-01,DC-SOUTH,South,261,71,190,0.9087
2026-03-16,NOVA-MOB-01,DC-EAST,East,267,107,160,0.8783
2026-03-16,NOVA-MOB-01,DC-WEST,West,230,71,159,0.9071
2026-03-16,NOVA-MOB-02,DC-NORTH,North,272,76,196,0.8537
2026-03-16,NOVA-MOB-02,DC-SOUTH,South,285,112,173,0.9517
2026-03-16,NOVA-MOB-02,DC-EAST,East,264,87,177,0.937
2026-03-16,NOVA-MOB-02,DC-WEST,West,275,118,157,0.9054
2026-03-16,NOVA-CPT-01,DC-NORTH,North,190,66,124,0.8496
2026-03-16,NOVA-CPT-01,DC-SOUTH,South,143,58,85,0.8632
2026-03-16,NOVA-CPT-01,DC-EAST,East,176,61,115,0.9206
2026-03-16,NOVA-CPT-01,DC-WEST,West,192,78,114,0.8677
2026-03-16,NOVA-CPT-02,DC-NORTH,North,194,66,128,0.8871
2026-03-16,NOVA-CPT-02,DC-SOUTH,South,229,94,135,0.8514
2026-03-16,NOVA-CPT-02,DC-EAST,East,207,91,116,0.9412
2026-03-16,NOVA-CPT-02,DC-WEST,West,214,79,135,0.8806
2026-03-16,NOVA-WBL-01,DC-NORTH,North,294,73,221,0.849
2026-03-16,NOVA-WBL-01,DC-SOUTH,South,297,95,202,0.9342
2026-03-16,NOVA-WBL-01,DC-EAST,East,314,117,197,0.8766
2026-03-16,NOVA-WBL-01,DC-WEST,West,278,115,163,0.9504
2026-03-16,NOVA-WBL-02,DC-NORTH,North,392,161,231,0.8571
2026-03-16,NOVA-WBL-02,DC-SOUTH,South,448,136,312,0.9229
2026-03-16,NOVA-WBL-02,DC-EAST,East,364,94,270,0.8625
2026-03-16,NOVA-WBL-02,DC-WEST,West,376,97,279,0.8615
2026-03-16,NOVA-ACC-01,DC-NORTH,North,727,291,436,0.8687
2026-03-16,NOVA-ACC-01,DC-SOUTH,South,661,188,473,0.9203
2026-03-16,NOVA-ACC-01,DC-EAST,East,664,269,395,0.8561
2026-03-16,NOVA-ACC-01,DC-WEST,West,756,325,431,0.9355
2026-03-16,NOVA-ACC-02,DC-NORTH,North,550,205,345,0.8519
2026-03-16,NOVA-ACC-02,DC-SOUTH,South,534,173,361,0.8597
2026-03-16,NOVA-ACC-02,DC-EAST,East,556,159,397,0.9127
