ticket_id,date,category,severity,sku,region,resolution_days
TKT-20260325-00739,2026-03-25,late_delivery,medium,NOVA-CPT-01,East,1.4
TKT-20260325-00740,2026-03-25,late_delivery,critical,NOVA-WBL-01,East,6.4
TKT-20260325-00741,2026-03-25,other,low,,East,6.8
TKT-20260325-00742,2026-03-25,late_delivery,low,NOVA-CPT-01,South,2.6
TKT-20260325-00743,2026-03-25,late_delivery,low,NOVA-CPT-01,West,1.4
TKT-20260325-00744,2026-03-25,wrong_item,critical,NOVA-WBL-01,East,
TKT-20260325-00745,2026-03-25,product_defect,low,NOVA-AUD-02,South,5.5
TKT-20260325-00746,2026-03-25,late_delivery,low,NOVA-AUD-02,East,3.9
TKT-20260326-00747,2026-03-26,product_defect,medium,NOVA-WBL-01,South,3.5
TKT-20260326-00748,2026-03-26,billing,medium,,East,2.0
TKT-20260326-00749,2026-03-26,damaged,high,NOVA-CPT-02,South,6.5
TKT-20260326-00750,2026-03-26,product_defect,high,NOVA-WBL-02,East,3.9
TKT-20260326-00751,2026-03-26,late_delivery,medium,NOVA-AUD-01,West,3.6
TKT-20260326-00752,2026-03-26,damaged,medium,NOVA-WBL-02,North,5.5
TKT-20260326-00753,2026-03-26,product_defect,low,NOVA-WBL-01,East,
TKT-20260326-00754,2026-03-26,wrong_item,low,NOVA-MOB-02,South,
TKT-20260326-00755,2026-03-26,billing,low,,East,1.6
TKT-20260326-00756,2026-03-26,billing,low,,West,
TKT-20260326-00757,2026-03-26,late_delivery,critical,NOVA-CPT-02,East,5.3
TKT-20260326-00758,2026-03-26,late_delivery,medium,NOVA-MOB-01,North,5.3
TKT-20260327-00759,2026-03-27,late_delivery,high,NOVA-CPT-01,East,
TKT-20260327-00760,2026-03-27,late_delivery,high,NOVA-MOB-01,South,6.7
TKT-20260327-00761,2026-03-27,late_delivery,high,NOVA-AUD-02,North,4.0
TKT-20260327-00762,2026-03-27,late_delivery,low,NOVA-WBL-01,West,5.5
TKT-20260327-00763,2026-03-27,late_delivery,low,NOVA-AUD-02,North,5.5
TKT-20260327-00764,2026-03-27,wrong_item,low,NOVA-MOB-01,East,2.3
TKT-20260327-00765,2026-03-27,late_delivery,medium,NOVA-CPT-02,West,6.9
TKT-20260327-00766,2026-03-27,wrong_item,medium,NOVA-WBL-02,South,1.0
TKT-20260327-00767,2026-03-27,damaged,medium,NOVA-CPT-01,North,4.5
TKT-20260327-00768,2026-03-27,wrong_item,high,NOVA-AUD-01,North,2.5
TKT-20260327-00769,2026-03-27,late_delivery,low,NOVA-WBL-02,West,6.8
TKT-20260327-00770,2026-03-27,other,low,,East,
TKT-20260327-00771,2026-03-27,billing,medium,,North,2.5
TKT-20260327-00772,2026-03-27,billing,low,,North,3.6
TKT-20260327-00773,2026-03-27,late_delivery,low,NOVA-AUD-01,East,6.4
TKT-20260328-00774,2026-03-28,product_defect,medium,NOVA-CPT-01,North,
TKT-20260328-00775,2026-03-28,late_delivery,low,NOVA-WBL-02,North,5.8
TKT-20260328-00776,2026-03-28,product_defect,low,NOVA-WBL-01,East,
TKT-20260328-00777,2026-03-28,wrong_item,medium,NOVA-WBL-01,North,4.6
TKT-20260328-00778,2026-03-28,late_delivery,low,NOVA-CPT-02,South,5.5
TKT-20260328-00779,2026-03-28,wrong_item,critical,NOVA-CPT-02,North,5.4
TKT-20260328-00780,2026-03-28,billing,medium,,South,4.6
TKT-20260328-00781,2026-03-28,late_delivery,critical,NOVA-WBL-02,West,1.0
TKT-20260328-00782,2026-03-28,billing,high,,South,2.4
TKT-20260328-00783,2026-03-28,other,low,,West,
TKT-20260328-00784,2026-03-28,late_delivery,critical,NOVA-AUD-01,South,2.6
TKT-20260328-00785,2026-03-28,wrong_item,high,NOVA-MOB-02,West,4.8
TKT-20260329-00786,2026-03-29,late_delivery,medium,NOVA-AUD-02,North,
TKT-20260329-00787,2026-03-29,late_delivery,high,NOVA-AUD-02,South,2.7
TKT-20260329-00788,2026-03-29,late_delivery,medium,NOVA-WBL-01,South,2.2
TKT-20260329-00789,2026-03-29,product_defect,medium,NOVA-AUD-01,East,3.4
TKT-20260329-00790,2026-03-29,product_defect,medium,NOVA-CPT-01,West,5.3
TKT-20260329-00791,2026-03-29,wrong_item,low,NOVA-CPT-01,North,2.8
TKT-20260329-00792,2026-03-29,wrong_item,low,NOVA-CPT-02,North,2.4
TKT-20260329-00793,2026-03-29,other,low,,East,6.0
TKT-20260329-00794,2026-03-29,late_delivery,medium,NOVA-MOB-02,West,1.4
TKT-20260329-00795,2026-03-29,late_delivery,low,NOVA-AUD-01,West,1.2
TKT-20260329-00796,2026-03-29,wrong_item,medium,NOVA-AUD-01,South,4.0
TKT-20260329-00797,2026-03-29,late_delivery,low,NOVA-WBL-01,North,
TKT-20260329-00798,2026-03-29,other,medium,,West,3.5
TKT-20260329-00799,2026-03-29,wrong_item,low,NOVA-CPT-01,East,1.2
TKT-20260329-00800,2026-03-29,billing,medium,,South,7.0
TKT-20260330-00801,2026-03-30,late_delivery,low,NOVA-MOB-01,North,1.3
TKT-20260330-00802,2026-03-30,damaged,medium,NOVA-MOB-01,North,2.8
TKT-20260330-00803,2026-03-30,late_delivery,critical,NOVA-CPT-01,South,3.9
TKT-20260330-00804,2026-03-30,billing,medium,,West,3.0
TKT-20260330-00805,2026-03-30,late_delivery,critical,NOVA-AUD-02,North,1.9
TKT-20260330-00806,2026-03-30,late_delivery,medium,NOVA-MOB-01,East,4.6
TKT-20260330-00807,2026-03-30,late_delivery,low,NOVA-MOB-02,South,3.7
TKT-20260330-00808,2026-03-30,late_delivery,medium,NOVA-CPT-02,East,2.6
TKT-20260330-00809,2026-03-30,billing,critical,,West,4.0
TKT-20260330-00810,2026-03-30,late_delivery,medium,NOVA-WBL-01,South,5.6
TKT-20260330-00811,2026-03-30,wrong_item,medium,NOVA-WBL-02,East,3.6
TKT-20260330-00812,2026-03-30,late_delivery,low,NOVA-CPT-01,West,4.4
TKT-20260331-00813,2026-03-31,other,low,,South,
TKT-20260331-00814,2026-03-31,late_delivery,medium,NOVA-WBL-01,South,6.6
TKT-20260331-00815,2026-03-31,damaged,high,NOVA-MOB-02,South,4.7
TKT-20260331-00816,2026-03-31,wrong_item,low,NOVA-WBL-02,West,
TKT-20260331-00817,2026-03-31,late_delivery,low,NOVA-CPT-01,East,6.2
TKT-20260331-00818,2026-03-31,damaged,low,NOVA-MOB-02,North,0.5
TKT-20260331-00819,2026-03-31,product_defect,medium,NOVA-MOB-02,South,5.0
TKT-20260331-00820,2026-03-31,late_delivery,high,NOVA-CPT-01,West,3.1
TKT-20260331-00821,2026-03-31,late_delivery,high,NOVA-AUD-02,West,3.9
TKT-20260331-00822,2026-03-31,late_delivery,critical,NOVA-WBL-02,South,
TKT-20260331-00823,2026-03-31,damaged,critical,NOVA-MOB-01,West,4.2
TKT-20260401-00824,2026-04-01,other,low,,South,2.0
TKT-20260401-00825,2026-04-01,product_defect,low,NOVA-WBL-01,East,5.4
TKT-20260401-00826,2026-04-01,wrong_item,low,NOVA-MOB-01,South,0.6
TKT-20260401-00827,2026-04-01,product_defect,medium,NOVA-AUD-01,North,6.5
TKT-20260401-00828,2026-04-01,product_defect,medium,NOVA-AUD-02,East,2.4
TKT-20260401-00829,2026-04-01,billing,low,,West,2.9
TKT-20260401-00830,2026-04-01,billing,high,,South,4.3
TKT-20260401-00831,2026-04-01,billing,low,,North,4.3
TKT-20260401-00832,2026-04-01,late_delivery,high,NOVA-MOB-02,West,6.2
TKT-20260401-00833,2026-04-01,damaged,low,NOVA-AUD-01,South,4.1
TKT-20260401-00834,2026-04-01,late_delivery,low,NOVA-AUD-01,North,2.7
TKT-20260401-00835,2026-04-01,late_delivery,low,NOVA-CPT-02,West,4.7
TKT-20260401-00836,2026-04-01,late_delivery,high,NOVA-AUD-02,West,1.5
TKT-20260401-00837,2026-04-01,product_defect,high,NOVA-AUD-01,North,2.6
TKT-20260401-00838,2026-04-01,damaged,low,NOVA-CPT-02,West,6.0
TKT-20260401-00839,2026-04-01,damaged,low,NOVA-WBL-01,North,0.8
TKT-20260402-00840,2026-04-02,wrong_item,high,NOVA-CPT-02,West,1.2
TKT-20260402-00841,2026-04-02,product_defect,critical,NOVA-MOB-02,West,5.6
TKT-20260402-00842,2026-04-02,product_defect,critical,NOVA-CPT-02,South,3.5
TKT-20260402-00843,2026-04-02,late_delivery,low,NOVA-AUD-01,North,4.5
TKT-20260402-00844,2026-04-02,product_defect,medium,NOVA-MOB-02,South,6.3
TKT-20260402-00845,2026-04-02,late_delivery,low,NOVA-MOB-01,South,1.8
TKT-20260402-00846,2026-04-02,late_delivery,medium,NOVA-AUD-02,North,4.1
TKT-20260402-00847,2026-04-02,damaged,high,NOVA-CPT-02,North,
TKT-20260402-00848,2026-04-02,product_defect,low,NOVA-AUD-01,North,2.7
TKT-20260402-00849,2026-04-02,late_delivery,medium,NOVA-MOB-01,South,6.8
TKT-20260402-00850,2026-04-02,other,low,,North,6.7
TKT-20260402-00851,2026-04-02,wrong_item,high,NOVA-CPT-02,South,2.9
TKT-20260402-00852,2026-04-02,late_delivery,medium,NOVA-CPT-01,West,
TKT-20260402-00853,2026-04-02,other,medium,,West,5.0
TKT-20260402-00854,2026-04-02,damaged,low,NOVA-AUD-01,West,0.7
TKT-20260402-00855,2026-04-02,product_defect,low,NOVA-WBL-02,North,2.8
TKT-20260403-00856,2026-04-03,late_delivery,low,NOVA-AUD-02,West,2.6
TKT-20260403-00857,2026-04-03,damaged,low,NOVA-MOB-02,North,6.2
TKT-20260403-00858,2026-04-03,late_delivery,high,NOVA-AUD-02,South,6.1
TKT-20260403-00859,2026-04-03,late_delivery,high,NOVA-WBL-02,South,5.1
TKT-20260403-00860,2026-04-03,damaged,low,NOVA-CPT-01,South,0.6
TKT-20260403-00861,2026-04-03,other,low,,South,0.8
TKT-20260403-00862,2026-04-03,other,high,,South,
TKT-20260403-00863,2026-04-03,billing,high,,East,
TKT-20260403-00864,2026-04-03,damaged,low,NOVA-MOB-02,South,
TKT-20260403-00865,2026-04-03,late_delivery,low,NOVA-AUD-01,South,4.6
TKT-20260403-00866,2026-04-03,wrong_item,low,NOVA-CPT-02,South,2.6
TKT-20260403-00867,2026-04-03,wrong_item,medium,NOVA-MOB-02,West,1.5
TKT-20260403-00868,2026-04-03,product_defect,medium,NOVA-MOB-01,North,3.9
TKT-20260403-00869,2026-04-03,damaged,medium,NOVA-AUD-01,North,4.9
TKT-20260403-00870,2026-04-03,billing,low,,North,3.2
TKT-20260403-00871,2026-04-03,late_delivery,low,NOVA-CPT-01,North,2.3
TKT-20260404-00872,2026-04-04,late_delivery,low,NOVA-AUD-01,West,
TKT-20260404-00873,2026-04-04,other,medium,,South,6.6
TKT-20260404-00874,2026-04-04,billing,low,,East,3.0
TKT-20260404-00875,2026-04-04,late_delivery,medium,NOVA-AUD-01,South,
TKT-20260404-00876,2026-04-04,billing,high,,East,2.7
TKT-20260404-00877,2026-04-04,other,high,,North,0.9
TKT-20260404-00878,2026-04-04,product_defect,medium,NOVA-MOB-02,East,1.9
TKT-20260404-00879,2026-04-04,other,low,,West,1.7
TKT-20260404-00880,2026-04-04,late_delivery,low,NOVA-CPT-01,South,1.2
TKT-20260404-00881,2026-04-04,late_delivery,medium,NOVA-CPT-02,West,2.6
TKT-20260404-00882,2026-04-04,late_delivery,high,NOVA-MOB-02,North,6.8
TKT-20260404-00883,2026-04-04,late_delivery,low,NOVA-AUD-02,East,5.5
TKT-20260404-00884,2026-04-04,product_defect,low,NOVA-MOB-01,South,0.9
TKT-20260405-00885,2026-04-05,damaged,medium,NOVA-WBL-01,West,1.7
TKT-20260405-00886,2026-04-05,product_defect,critical,NOVA-CPT-01,East,3.7
TKT-20260405-00887,2026-04-05,wrong_item,low,NOVA-CPT-02,South,
TKT-20260405-00888,2026-04-05,wrong_item,low,NOVA-CPT-01,North,3.1
TKT-20260405-00889,2026-04-05,other,medium,,South,5.8
TKT-20260405-00890,2026-04-05,product_defect,low,NOVA-AUD-01,North,4.2
TKT-20260405-00891,2026-04-05,wrong_item,low,NOVA-WBL-02,East,4.5
TKT-20260405-00892,2026-04-05,late_delivery,medium,NOVA-WBL-01,West,6.5
TKT-20260405-00893,2026-04-05,billing,high,,West,0.9
TKT-20260405-00894,2026-04-05,late_delivery,low,NOVA-AUD-01,North,
TKT-20260405-00895,2026-04-05,late_delivery,high,NOVA-MOB-02,North,6.4
TKT-20260406-00896,2026-04-06,product_defect,low,NOVA-WBL-01,North,6.5
TKT-20260406-00897,2026-04-06,billing,medium,,South,6.4
TKT-20260406-00898,2026-04-06,late_delivery,medium,NOVA-CPT-02,South,6.3
TKT-20260406-00899,2026-04-06,damaged,high,NOVA-CPT-02,East,4.3
TKT-20260406-00900,2026-04-06,wrong_item,low,NOVA-AUD-02,West,
TKT-20260406-00901,2026-04-06,other,medium,,South,1.5
TKT-20260406-00902,2026-04-06,late_delivery,high,NOVA-WBL-02,East,0.6
TKT-20260406-00903,2026-04-06,late_delivery,low,NOVA-MOB-02,North,
TKT-20260406-00904,2026-04-06,billing,high,,North,2.2
TKT-20260406-00905,2026-04-06,late_delivery,medium,NOVA-CPT-02,North,0.6
TKT-20260406-00906,2026-04-06,wrong_item,medium,NOVA-CPT-01,South,
TKT-20260406-00907,2026-04-06,late_delivery,medium,NOVA-AUD-02,East,4.8
TKT-20260406-00908,2026-04-06,late_delivery,low,NOVA-AUD-02,North,3.0
TKT-20260407-00909,2026-04-07,product_defect,medium,NOVA-MOB-01,East,
TKT-20260407-00910,2026-04-07,wrong_item,low,NOVA-CPT-02,West,3.2
TKT-20260407-00911,2026-04-07,product_defect,medium,NOVA-MOB-01,West,3.3
TKT-20260407-00912,2026-04-07,damaged,medium,NOVA-AUD-01,West,6.1
TKT-20260407-00913,2026-04-07,damaged,low,NOVA-MOB-02,East,5.5
TKT-20260407-00914,2026-04-07,late_delivery,low,NOVA-CPT-01,North,5.4
TKT-20260407-00915,2026-04-07,wrong_item,low,NOVA-WBL-01,East,6.6
TKT-20260407-00916,2026-04-07,late_delivery,high,NOVA-AUD-02,East,0.9
TKT-20260407-00917,2026-04-07,damaged,medium,NOVA-AUD-02,West,1.0
TKT-20260407-00918,2026-04-07,wrong_item,low,NOVA-MOB-01,West,6.7
TKT-20260407-00919,2026-04-07,late_delivery,medium,NOVA-WBL-01,South,4.6
TKT-20260408-00920,2026-04-08,wrong_item,low,NOVA-AUD-02,East,5.3
TKT-20260408-00921,2026-04-08,late_delivery,medium,NOVA-CPT-01,North,2.8
TKT-20260408-00922,2026-04-08,late_delivery,critical,NOVA-WBL-02,West,6.8
TKT-20260408-00923,2026-04-08,damaged,low,NOVA-AUD-02,North,5.6
TKT-20260408-00924,2026-04-08,late_delivery,critical,NOVA-AUD-02,West,2.9
TKT-20260408-00925,2026-04-08,damaged,medium,NOVA-CPT-02,South,1.6
TKT-20260408-00926,2026-04-08,late_delivery,high,NOVA-AUD-02,East,6.0
TKT-20260408-00927,2026-04-08,other,low,,North,6.5
TKT-20260408-00928,2026-04-08,wrong_item,medium,NOVA-AUD-01,West,3.3
TKT-20260408-00929,2026-04-08,late_delivery,high,NOVA-AUD-02,East,2.0
TKT-20260408-00930,2026-04-08,product_defect,medium,NOVA-AUD-02,North,3.4
TKT-20260408-00931,2026-04-08,damaged,low,NOVA-MOB-02,North,
TKT-20260408-00932,2026-04-08,billing,high,,East,
TKT-20260409-00933,2026-04-09,billing,high,,West,
TKT-20260409-00934,2026-04-09,product_defect,high,NOVA-MOB-01,South,3.3
TKT-20260409-00935,2026-04-09,wrong_item,low,NOVA-MOB-01,South,
TKT-20260409-00936,2026-04-09,other,medium,,West,6.5
TKT-20260409-00937,2026-04-09,late_delivery,low,NOVA-CPT-02,East,6.6
TKT-20260409-00938,2026-04-09,product_defect,low,NOVA-WBL-02,South,
TKT-20260409-00939,2026-04-09,late_delivery,high,NOVA-WBL-02,West,6.1
TKT-20260409-00940,2026-04-09,late_delivery,high,NOVA-CPT-02,South,1.4
TKT-20260409-00941,2026-04-09,product_defect,critical,NOVA-CPT-01,East,1.2
TKT-20260409-00942,2026-04-09,wrong_item,low,NOVA-CPT-02,North,2.4
TKT-20260409-00943,2026-04-09,product_defect,medium,NOVA-WBL-01,East,
TKT-20260409-00944,2026-04-09,late_delivery,low,NOVA-CPT-02,East,3.1
TKT-20260410-00945,2026-04-10,wrong_item,medium,NOVA-MOB-01,East,
TKT-20260410-00946,2026-04-10,billing,low,,West,0.8
TKT-20260410-00947,2026-04-10,damaged,low,NOVA-AUD-02,West,2.5
TKT-20260410-00948,2026-04-10,late_delivery,high,NOVA-WBL-02,North,0.8
TKT-20260410-00949,2026-04-10,late_delivery,medium,NOVA-WBL-02,East,
TKT-20260410-00950,2026-04-10,wrong_item,low,NOVA-WBL-02,East,
TKT-20260410-00951,2026-04-10,late_delivery,medium,NOVA-AUD-02,South,3.8
TKT-20260410-00952,2026-04-10,late_delivery,low,NOVA-WBL-02,South,4.8
TKT-20260410-00953,2026-04-10,wrong_item,medium,NOVA-CPT-01,North,6.9
TKT-20260410-00954,2026-04-10,late_delivery,low,NOVA-CPT-02,West,5.8
TKT-20260410-00955,2026-04-10,product_defect,medium,NOVA-CPT-01,West,2.2
TKT-20260410-00956,2026-04-10,late_delivery,low,NOVA-CPT-01,East,3.8
TKT-20260410-00957,2026-04-10,late_delivery,low,NOVA-WBL-01,East,2.4
TKT-20260410-00958,2026-04-10,late_delivery,medium,NOVA-MOB-01,South,6.7
TKT-20260411-00959,2026-04-11,other,critical,,South,5.9
TKT-20260411-00960,2026-04-11,late_delivery,medium,NOVA-MOB-02,West,
TKT-20260411-00961,2026-04-11,late_delivery,critical,NOVA-AUD-02,East,0.7
TKT-20260411-00962,2026-04-11,other,low,,South,4.9
TKT-20260411-00963,2026-04-11,wrong_item,medium,NOVA-WBL-02,West,
TKT-20260411-00964,2026-04-11,late_delivery,medium,NOVA-WBL-01,East,6.2
TKT-20260411-00965,2026-04-11,late_delivery,high,NOVA-MOB-02,South,1.7
TKT-20260411-00966,2026-04-11,wrong_item,low,NOVA-WBL-02,North,
TKT-20260411-00967,2026-04-11,late_delivery,low,NOVA-MOB-02,South,6.8
TKT-20260411-00968,2026-04-11,late_delivery,medium,NOVA-WBL-01,North,0.9
TKT-20260411-00969,2026-04-11,late_delivery,medium,NOVA-CPT-01,West,3.5
TKT-20260411-00970,2026-04-11,late_delivery,low,NOVA-CPT-01,South,0.9
TKT-20260411-00971,2026-04-11,product_defect,critical,NOVA-WBL-02,South,2.1
TKT-20260412-00972,2026-04-12,other,low,,North,4.9
TKT-20260412-00973,2026-04-12,product_defect,medium,NOVA-CPT-02,West,4.8
TKT-20260412-00974,2026-04-12,wrong_item,low,NOVA-AUD-01,North,2.0
TKT-20260412-00975,2026-04-12,product_defect,low,NOVA-CPT-02,West,4.9
TKT-20260412-00976,2026-04-12,damaged,low,NOVA-MOB-02,West,2.5
TKT-20260412-00977,2026-04-12,late_delivery,low,NOVA-AUD-02,South,3.9
TKT-20260412-00978,2026-04-12,late_delivery,low,NOVA-WBL-01,North,3.3
TKT-20260412-00979,2026-04-12,billing,high,,South,6.4
TKT-20260412-00980,2026-04-12,late_delivery,medium,NOVA-CPT-01,North,2.6
TKT-20260412-00981,2026-04-12,damaged,low,NOVA-MOB-02,North,2.7
TKT-20260412-00982,2026-04-12,late_delivery,high,NOVA-CPT-02,North,6.2
TKT-20260412-00983,2026-04-12,damaged,high,NOVA-AUD-01,East,5.3
TKT-20260412-00984,2026-04-12,wrong_item,low,NOVA-WBL-02,North,
TKT-20260412-00985,2026-04-12,product_defect,medium,NOVA-WBL-02,East,
TKT-20260412-00986,2026-04-12,late_delivery,low,NOVA-CPT-01,West,0.8
TKT-20260413-00987,2026-04-13,damaged,critical,NOVA-MOB-02,South,6.8
TKT-20260413-00988,2026-04-13,late_delivery,medium,NOVA-MOB-01,North,6.4
TKT-20260413-00989,2026-04-13,wrong_item,high,NOVA-AUD-01,East,1.2
TKT-20260413-00990,2026-04-13,damaged,medium,NOVA-CPT-02,North,4.7
TKT-20260413-00991,2026-04-13,late_delivery,medium,NOVA-AUD-02,East,
TKT-20260413-00992,2026-04-13,product_defect,low,NOVA-CPT-01,West,2.1
TKT-20260413-00993,2026-04-13,late_delivery,high,NOVA-WBL-02,West,2.1
TKT-20260413-00994,2026-04-13,wrong_item,medium,NOVA-AUD-01,North,6.3
TKT-20260413-00995,2026-04-13,billing,low,,West,6.4
TKT-20260413-00996,2026-04-13,wrong_item,medium,NOVA-MOB-02,South,5.3
TKT-20260413-00997,2026-04-13,damaged,high,NOVA-WBL-01,East,6.3
TKT-20260413-00998,2026-04-13,billing,high,,North,1.7
TKT-20260413-00999,2026-04-13,wrong_item,medium,NOVA-AUD-01,South,1.7
TKT-20260414-01000,2026-04-14,product_defect,low,NOVA-WBL-02,North,4.0
TKT-20260414-01001,2026-04-14,product_defect,low,NOVA-CPT-01,West,0.9
TKT-20260414-01002,2026-04-14,other,low,,East,2.6
TKT-20260414-01003,2026-04-14,late_delivery,low,NOVA-WBL-02,East,0.9
TKT-20260414-01004,2026-04-14,product_defect,medium,NOVA-WBL-01,East,2.3
TKT-20260414-01005,2026-04-14,product_defect,medium,NOVA-MOB-01,South,4.2
TKT-20260414-01006,2026-04-14,late_delivery,medium,NOVA-WBL-01,East,4.1
TKT-20260414-01007,2026-04-14,late_delivery,low,NOVA-AUD-01,East,2.3
TKT-20260414-01008,2026-04-14,wrong_item,low,NOVA-WBL-02,West,6.3
TKT-20260414-01009,2026-04-14,late_delivery,medium,NOVA-WBL-02,North,2.0
TKT-20260414-01010,2026-04-14,other,low,,West,2.1
TKT-20260414-01011,2026-04-14,product_defect,low,NOVA-WBL-02,North,1.7
TKT-20260414-01012,2026-04-14,product_defect,high,NOVA-CPT-02,South,4.4
TKT-20260414-01013,2026-04-14,wrong_item,medium,NOVA-MOB-02,East,5.6
TKT-20260415-01014,2026-04-15,late_delivery,low,NOVA-AUD-02,South,3.8
TKT-20260415-01015,2026-04-15,damaged,high,NOVA-WBL-02,North,2.7
TKT-20260415-01016,2026-04-15,late_delivery,low,NOVA-CPT-01,East,5.6
TKT-20260415-01017,2026-04-15,late_delivery,medium,NOVA-AUD-01,East,4.4
TKT-20260415-01018,2026-04-15,late_delivery,medium,NOVA-CPT-02,South,5.5
TKT-20260415-01019,2026-04-15,late_delivery,medium,NOVA-MOB-02,East,3.1
TKT-20260415-01020,2026-04-15,late_delivery,medium,NOVA-CPT-01,East,2.7
TKT-20260415-01021,2026-04-15,other,medium,,West,6.6
TKT-20260415-01022,2026-04-15,product_defect,low,NOVA-WBL-02,South,
TKT-20260415-01023,2026-04-15,late_delivery,high,NOVA-CPT-02,West,5.1
TKT-20260415-01024,2026-04-15,damaged,low,NOVA-MOB-01,North,0.5
TKT-20260415-01025,2026-04-15,wrong_item,medium,NOVA-AUD-02,South,4.6
TKT-20260416-01026,2026-04-16,billing,low,,North,3.2
TKT-20260416-01027,2026-04-16,late_delivery,medium,NOVA-CPT-01,North,3.4
TKT-20260416-01028,2026-04-16,late_delivery,low,NOVA-AUD-02,East,5.2
TKT-20260416-01029,2026-04-16,product_defect,medium,NOVA-AUD-01,West,6.1
TKT-20260416-01030,2026-04-16,late_delivery,low,NOVA-AUD-02,West,
TKT-20260416-01031,2026-04-16,late_delivery,low,NOVA-CPT-02,North,4.2
TKT-20260416-01032,2026-04-16,damaged,low,NOVA-AUD-02,South,
TKT-20260416-01033,2026-04-16,other,medium,,East,5.3
TKT-20260416-01034,2026-04-16,billing,low,,South,4.1
TKT-20260416-01035,2026-04-16,late_delivery,low,NOVA-MOB-01,East,2.7
TKT-20260416-01036,2026-04-16,product_defect,low,NOVA-AUD-02,South,
TKT-20260416-01037,2026-04-16,late_delivery,medium,NOVA-MOB-01,South,6.0
TKT-20260416-01038,2026-04-16,product_defect,medium,NOVA-WBL-01,West,6.7
TKT-20260417-01039,2026-04-17,late_delivery,medium,NOVA-CPT-02,South,
TKT-20260417-01040,2026-04-17,wrong_item,low,NOVA-CPT-02,East,3.4
TKT-20260417-01041,2026-04-17,product_defect,medium,NOVA-AUD-01,East,6.2
TKT-20260417-01042,2026-04-17,late_delivery,medium,NOVA-WBL-01,West,4.7
TKT-20260417-01043,2026-04-17,late_delivery,high,NOVA-MOB-02,South,2.5
TKT-20260417-01044,2026-04-17,product_defect,medium,NOVA-CPT-02,West,1.4
TKT-20260417-01045,2026-04-17,late_delivery,low,NOVA-AUD-02,North,6.4
TKT-20260417-01046,2026-04-17,late_delivery,high,NOVA-WBL-01,East,
TKT-20260417-01047,2026-04-17,product_defect,high,NOVA-MOB-02,North,3.3
TKT-20260417-01048,2026-04-17,billing,medium,,South,
TKT-20260417-01049,2026-04-17,product_defect,medium,NOVA-MOB-01,East,3.7
TKT-20260417-01050,2026-04-17,product_defect,low,NOVA-CPT-01,North,5.7
TKT-20260417-01051,2026-04-17,damaged,low,NOVA-AUD-02,West,0.5
TKT-20260417-01052,2026-04-17,product_defect,high,NOVA-WBL-01,North,
TKT-20260417-01053,2026-04-17,late_delivery,low,NOVA-WBL-02,East,1.3
TKT-20260417-01054,2026-04-17,late_delivery,high,NOVA-AUD-01,South,
TKT-20260418-01055,2026-04-18,other,medium,,North,1.5
TKT-20260418-01056,2026-04-18,damaged,medium,NOVA-AUD-02,North,5.8
TKT-20260418-01057,2026-04-18,late_delivery,low,NOVA-CPT-02,East,
TKT-20260418-01058,2026-04-18,other,high,,East,1.0
TKT-20260418-01059,2026-04-18,product_defect,low,NOVA-CPT-02,West,6.4
TKT-20260418-01060,2026-04-18,wrong_item,high,NOVA-AUD-02,East,1.0
TKT-20260418-01061,2026-04-18,late_delivery,low,NOVA-MOB-02,West,2.0
TKT-20260418-01062,2026-04-18,late_delivery,medium,NOVA-MOB-01,West,5.1
TKT-20260418-01063,2026-04-18,product_defect,low,NOVA-WBL-02,West,5.9
TKT-20260418-01064,2026-04-18,late_delivery,low,NOVA-WBL-02,North,5.3
TKT-20260418-01065,2026-04-18,damaged,medium,NOVA-MOB-01,South,6.9
TKT-20260418-01066,2026-04-18,product_defect,high,NOVA-AUD-01,East,4.9
TKT-20260419-01067,2026-04-19,late_delivery,low,NOVA-AUD-01,North,4.8
TKT-20260419-01068,2026-04-19,wrong_item,critical,NOVA-CPT-01,North,6.4
TKT-20260419-01069,2026-04-19,product_defect,medium,NOVA-WBL-01,East,2.9
TKT-20260419-01070,2026-04-19,late_delivery,low,NOVA-WBL-02,West,1.9
TKT-20260419-01071,2026-04-19,damaged,critical,NOVA-MOB-02,East,2.7
TKT-20260419-01072,2026-04-19,late_delivery,low,NOVA-MOB-02,North,
TKT-20260419-01073,2026-04-19,product_defect,medium,NOVA-MOB-02,West,6.7
TKT-20260419-01074,2026-04-19,late_delivery,medium,NOVA-MOB-01,West,5.6
TKT-20260419-01075,2026-04-19,late_delivery,low,NOVA-CPT-01,South,0.7
TKT-20260419-01076,2026-04-19,product_defect,high,NOVA-AUD-01,South,4.1
TKT-20260419-01077,2026-04-19,other,low,,East,
TKT-20260419-01078,2026-04-19,wrong_item,medium,NOVA-CPT-01,South,0.9
TKT-20260419-01079,2026-04-19,wrong_item,medium,NOVA-MOB-01,East,0.6
TKT-20260419-01080,2026-04-19,late_delivery,medium,NOVA-CPT-01,East,6.4
TKT-20260419-01081,2026-04-19,late_delivery,low,NOVA-CPT-02,East,3.6
TKT-20260419-01082,2026-04-19,product_defect,high,NOVA-MOB-01,West,
TKT-20260420-01083,2026-04-20,other,medium,,North,0.6
TKT-20260420-01084,2026-04-20,late_delivery,critical,NOVA-WBL-01,East,6.6
